datetime,open,high,low,close,volume
2024-10-30,24371.4492,24498.1992,24307.3008,24340.8496,285200
2024-10-31,24349.8496,24372.4492,24172.5996,24205.3496,287000
2024-11-01,24302.75,24368.25,24280.1992,24304.3496,38800
2024-11-04,24315.75,24316.75,23816.1504,23995.3496,285500
2024-11-05,23916.5,24229.0508,23842.75,24213.3008,289500
2024-11-06,24308.75,24537.5996,24204.0508,24484.0508,351100
2024-11-07,24489.5996,24503.3496,24179.0508,24199.3496,322200
2024-11-08,24207.6992,24276.1504,24066.6504,24148.1992,298700
2024-11-11,24087.25,24336.8008,24004.5996,24141.3008,273400
2024-11-12,24225.8008,24242.0,23839.1504,23883.4492,255800
2024-11-13,23822.4492,23873.5996,23509.5996,23559.0508,304600
2024-11-14,23542.1504,23675.9004,23484.1504,23532.6992,257700
2024-11-18,23605.3008,23606.8008,23350.4004,23453.8008,263300
2024-11-19,23529.5508,23780.6504,23464.8008,23518.5,297500
2024-11-21,23488.4492,23507.3008,23263.1504,23349.9004,420300
2024-11-22,23411.8008,23956.0996,23359.0,23907.25,367600
2024-11-25,24253.5508,24351.5508,24135.4492,24221.9004,687200
2024-11-26,24343.3008,24343.3008,24125.4004,24194.5,230700
2024-11-27,24204.8008,24354.5508,24145.6504,24274.9004,295000
2024-11-28,24274.1504,24345.75,23873.3496,23914.1504,366700
2024-11-29,23927.1504,24188.4492,23927.1504,24131.0996,282100
2024-12-02,24140.8496,24301.6992,24008.6504,24276.0508,220400
2024-12-03,24367.5,24481.3496,24280.0,24457.1504,339500
2024-12-04,24488.75,24573.1992,24366.3008,24467.4492,348000
2024-12-05,24539.1504,24857.75,24295.5508,24708.4004,361500
2024-12-06,24729.4492,24751.0508,24620.5,24677.8008,226700
2024-12-09,24633.9004,24705.0,24580.0508,24619.0,248100
2024-12-10,24652.6504,24677.8008,24510.6504,24610.0508,261000
2024-12-11,24620.5,24691.75,24583.8496,24641.8008,187300
2024-12-12,24604.4492,24675.25,24527.9492,24548.6992,266100
2024-12-13,24498.3496,24792.3008,24180.8008,24768.3008,310100
2024-12-16,24753.4004,24781.25,24601.75,24668.25,187600
2024-12-17,24584.8008,24624.0996,24303.4492,24336.0,264900
2024-12-18,24297.9492,24394.4492,24149.8496,24198.8496,235300
2024-12-19,23877.1504,24004.9004,23870.3008,23951.6992,271100
2024-12-20,23960.6992,24065.8008,23537.3496,23587.5,442700
2024-12-23,23738.1992,23869.5508,23647.1992,23753.4492,189800
2024-12-24,23769.0996,23867.6504,23685.1504,23727.6504,177700
2024-12-26,23775.8008,23854.5,23653.5996,23750.1992,177700
2024-12-27,23801.4004,23938.8496,23800.5996,23813.4004,176800
2024-12-30,23796.9004,23915.3496,23599.3008,23644.9004,364900
2024-12-31,23560.5996,23689.8496,23460.4492,23644.8008,193600
2025-01-01,23637.6504,23822.8008,23562.8008,23742.9004,154900
2025-01-02,23783.0,24226.6992,23751.5508,24188.6504,283200
2025-01-03,24196.4004,24196.4492,23976.0,24004.75,312300
2025-01-06,24045.8008,24089.9492,23551.9004,23616.0508,278100
2025-01-07,23679.9004,23795.1992,23637.8008,23707.9004,262300
2025-01-08,23746.6504,23751.8496,23496.1504,23688.9492,266400
2025-01-09,23674.75,23689.5,23503.0508,23526.5,269200
2025-01-10,23551.9004,23596.5996,23344.3496,23431.5,261000
2025-01-13,23195.4004,23340.9492,23047.25,23085.9492,316500
2025-01-14,23165.9004,23264.9492,23134.1504,23176.0508,311200
2025-01-15,23250.4492,23293.6504,23146.4492,23213.1992,228000
2025-01-16,23377.25,23391.6504,23272.0508,23311.8008,299400
2025-01-17,23277.0996,23292.0996,23100.3496,23203.1992,272900
2025-01-20,23290.4004,23391.0996,23170.6504,23344.75,301500
2025-01-21,23421.6504,23426.3008,22976.8496,23024.6504,312900
2025-01-22,23099.1504,23169.5508,22981.3008,23155.3496,276000
2025-01-23,23128.3008,23270.8008,23090.6504,23205.3496,275600
2025-01-24,23183.9004,23347.3008,23050.0,23092.1992,264300
2025-01-27,22940.1504,23007.4492,22786.9004,22829.1504,257400
2025-01-28,22960.4492,23137.9492,22857.6504,22957.25,361900
2025-01-29,23026.75,23183.3496,22976.5,23163.0996,226300
2025-01-30,23169.5,23322.0508,23139.1992,23249.5,361900
2025-01-31,23296.75,23546.8008,23277.4004,23508.4004,304900
2025-02-01,23528.5996,23632.4492,23318.3008,23482.1504,281000
2025-02-03,23319.3496,23381.5996,23222.0,23361.0508,329700
2025-02-04,23509.9004,23762.75,23423.1504,23739.25,376700
2025-02-05,23801.75,23807.3008,23680.4492,23696.3008,267000
2025-02-06,23761.9492,23773.5508,23556.25,23603.3496,307000
2025-02-07,23649.5,23694.5,23443.1992,23559.9492,368100
2025-02-10,23543.8008,23568.5996,23316.3008,23381.5996,234200
2025-02-11,23383.5508,23390.0508,22986.6504,23071.8008,268000
2025-02-12,23050.8008,23144.6992,22798.3496,23045.25,279700
2025-02-13,23055.75,23235.5,22992.1992,23031.4004,265700
2025-02-14,23096.4492,23133.6992,22774.8496,22929.25,254500
2025-02-17,22809.9004,22974.1992,22725.4492,22959.5,207400
2025-02-18,22963.6504,22992.5,22801.5,22945.3008,210600
2025-02-19,22847.25,23049.9492,22814.8496,22932.9004,207000
2025-02-20,22821.0996,22923.8496,22812.75,22913.1504,240800
2025-02-21,22857.1992,22921.0,22720.3008,22795.9004,242800
2025-02-24,22609.3496,22668.0508,22518.8008,22553.3496,214300
2025-02-25,22516.4492,22625.3008,22513.9004,22547.5508,250300
2025-02-27,22568.9492,22613.3008,22508.4004,22545.0508,289200
2025-02-28,22433.4004,22450.3496,22104.8496,22124.6992,551300
2025-03-03,22194.5508,22261.5508,22004.6992,22119.3008,282400
2025-03-04,21974.4492,22105.0508,21964.5996,22082.6504,253300
2025-03-05,22073.0508,22394.9004,22067.8008,22337.3008,305900
2025-03-06,22476.3496,22556.4492,22245.8496,22544.6992,372100
2025-03-07,22508.6504,22633.8008,22464.75,22552.5,289800
2025-03-10,22521.8496,22676.75,22429.0508,22460.3008,293900
2025-03-11,22345.9492,22522.0996,22314.6992,22497.9004,347900
2025-03-12,22536.3496,22577.4004,22329.5508,22470.5,369700
2025-03-13,22541.5,22558.0508,22377.3496,22397.1992,287500
2025-03-17,22353.1504,22577.0,22353.1504,22508.75,251100
2025-03-18,22662.25,22857.8008,22599.1992,22834.3008,272600
2025-03-19,22874.9492,22940.6992,22807.9492,22907.5996,324000
2025-03-20,23036.5996,23216.6992,22973.9492,23190.6504,313700
2025-03-21,23168.25,23402.6992,23132.8008,23350.4004,541000
2025-03-24,23515.4004,23708.75,23433.5,23658.3496,311900
2025-03-25,23751.5,23869.5996,23601.4004,23668.6504,338200
2025-03-26,23700.9492,23736.5,23451.6992,23486.8496,278600
2025-03-27,23433.9492,23646.4492,23412.1992,23591.9492,510300
2025-03-28,23600.4004,23649.1992,23450.1992,23519.3496,295400
2025-04-01,23341.0996,23565.1504,23136.4004,23165.6992,314300
2025-04-02,23192.5996,23350.0,23158.4492,23332.3496,341000
2025-04-03,23150.3008,23306.5,23145.8008,23250.0996,283200
2025-04-04,23190.4004,23214.6992,22857.4492,22904.4492,466800
2025-04-07,21758.4004,22254.0,21743.6504,22161.5996,647100
2025-04-08,22446.75,22697.1992,22270.8496,22535.8496,468300
2025-04-09,22460.3008,22468.6992,22353.25,22399.1504,383800
2025-04-11,22695.4004,22923.9004,22695.4004,22828.5508,402200
2025-04-15,23368.3496,23368.3496,23207.0,23328.5508,388300
2025-04-16,23344.0996,23452.1992,23273.0508,23437.1992,348400
2025-04-17,23401.8496,23872.3496,23298.5508,23851.6504,505300
2025-04-21,23949.1504,24189.5508,23903.6504,24125.5508,406100
2025-04-22,24185.4004,24242.5996,24072.0,24167.25,440900
2025-04-23,24357.5996,24359.3008,24119.9492,24328.9492,415000
2025-04-24,24277.9004,24347.8496,24216.1504,24246.6992,358800
2025-04-25,24289.0,24365.4492,23847.8496,24039.3496,387700
2025-04-28,24070.25,24355.0996,24054.0508,24328.5,320500
2025-04-29,24370.6992,24457.6504,24290.75,24335.9492,357600
2025-04-30,24342.0508,24396.1504,24198.75,24334.1992,424500
2025-05-02,24311.9004,24589.1504,24238.5,24346.6992,421100
2025-05-05,24419.5,24526.4004,24400.6504,24461.1504,291500
2025-05-06,24500.75,24509.6504,24331.8008,24379.5996,302400
2025-05-07,24233.3008,24449.5996,24220.0,24414.4004,330100
2025-05-08,24431.5,24447.25,24150.1992,24273.8008,411400
2025-05-09,23935.75,24164.25,23935.75,24008.0,335600
2025-05-12,24420.0996,24944.8008,24378.8496,24924.6992,368700
2025-05-13,24864.0508,24973.8008,24547.5,24578.3496,423000
2025-05-14,24613.8008,24767.5508,24535.5508,24666.9004,345500
2025-05-15,24694.4492,25116.25,24494.4492,25062.0996,500800
2025-05-16,25064.6504,25070.0,24953.0508,25019.8008,432700
2025-05-19,25005.3496,25062.9492,24916.6504,24945.4492,255300
2025-05-20,24996.1992,25010.3496,24669.6992,24683.9004,414800
2025-05-21,24744.25,24946.1992,24685.3496,24813.4492,332700
2025-05-22,24733.9492,24737.5,24462.4004,24609.6992,403300
2025-05-23,24639.5,24909.0508,24614.0508,24853.1504,270500
2025-05-26,24919.3496,25079.1992,24900.5,25001.1504,302800
2025-05-27,24956.6504,25062.9004,24704.0996,24826.1992,525700
2025-05-28,24832.5,24864.25,24737.0508,24752.4492,684400
2025-05-29,24825.0996,24892.5996,24677.3008,24833.5996,345400
2025-05-30,24812.5996,24863.9492,24717.4004,24750.6992,853900
2025-06-02,24669.6992,24754.4004,24526.1504,24716.5996,311100
2025-06-03,24786.3008,24845.0996,24502.1504,24542.5,349300
2025-06-04,24560.4492,24644.25,24530.4492,24620.1992,280900
2025-06-05,24691.1992,24899.8496,24613.0996,24750.9004,388400
2025-06-06,24748.6992,25029.5,24671.4492,25003.0508,335600
2025-06-09,25160.0996,25160.0996,25077.1504,25103.1992,279200
2025-06-10,25196.0508,25199.3008,25055.4492,25104.25,307300
2025-06-11,25134.1504,25222.4004,25081.3008,25141.4004,301200
2025-06-12,25164.4492,25196.1992,24825.9004,24888.1992,328300
2025-06-13,24473.0,24754.3496,24473.0,24718.5996,318700
2025-06-16,24732.3496,24967.0996,24703.5996,24946.5,305800
2025-06-17,24977.8496,24982.0508,24813.6992,24853.4004,242400
2025-06-18,24788.3496,24947.5508,24750.4492,24812.0508,237600
2025-06-19,24803.25,24863.0996,24733.4004,24793.25,274600
2025-06-20,24787.6504,25136.1992,24783.6504,25112.4004,574700
2025-06-23,24939.75,25057.0,24824.8496,24971.9004,248500
2025-06-24,25179.9004,25317.6992,24999.6992,25044.3496,450200
2025-06-25,25150.3496,25266.8008,25125.0508,25244.75,260600
2025-06-26,25268.9492,25565.3008,25259.9004,25549.0,428900
2025-06-27,25576.6504,25654.1992,25523.5508,25637.8008,564000
2025-06-30,25661.6504,25669.3496,25473.3008,25517.0508,271000
2025-07-01,25551.3496,25593.4004,25501.8008,25541.8008,260700
2025-07-02,25588.3008,25608.0996,25378.75,25453.4004,309800
2025-07-03,25505.0996,25587.5,25384.3496,25405.3008,293400
2025-07-04,25428.8496,25470.25,25331.6504,25461.0,193500
2025-07-07,25450.4492,25489.8008,25407.25,25461.3008,196100
2025-07-08,25427.8496,25548.0508,25424.1504,25522.5,210400
2025-07-09,25514.5996,25548.6992,25424.3496,25476.0996,239100
2025-07-10,25511.6504,25524.0508,25340.4492,25355.25,219600
2025-07-11,25255.5,25322.4492,25129.0,25149.8496,250000
2025-07-14,25149.5,25151.0996,25001.9492,25082.3008,259500
2025-07-15,25089.5,25245.1992,25088.4492,25195.8008,241300
2025-07-16,25196.5996,25255.3008,25121.0508,25212.0508,228800
2025-07-17,25230.75,25238.3496,25101.0,25111.4492,243400
2025-07-18,25108.5508,25144.5996,24918.6504,24968.4004,317000
2025-07-21,24999.0,25111.4004,24882.3008,25090.6992,305200
2025-07-22,25166.6504,25182.0,25035.5508,25060.9004,483700
2025-07-23,25139.3496,25233.5,25085.5,25219.9004,271500
2025-07-24,25243.3008,25246.25,25018.6992,25062.0996,338700
2025-07-25,25010.3496,25010.3496,24806.3496,24837.0,278100
2025-07-28,24782.4492,24889.1992,24646.5996,24680.9004,262100
2025-07-29,24609.6504,24847.1504,24598.5996,24821.0996,284700
2025-07-30,24890.4004,24902.3008,24771.9492,24855.0508,243900
2025-07-31,24642.25,24956.5,24635.0,24768.3496,346300
2025-08-01,24734.9004,24784.1504,24535.0508,24565.3496,263400
2025-08-04,24596.0508,24736.25,24554.0,24722.75,259300
2025-08-05,24720.25,24733.0996,24590.3008,24649.5508,251800
2025-08-06,24641.3496,24671.4004,24539.1992,24574.1992,225100
2025-08-07,24464.1992,24634.1992,24344.1504,24596.1504,616700
2025-08-08,24544.25,24585.5,24337.5,24363.3008,312600
2025-08-11,24371.5,24600.8496,24347.4492,24585.0508,241100
2025-08-12,24563.3496,24702.5996,24465.6504,24487.4004,237000
2025-08-13,24586.1992,24664.5508,24535.25,24619.3496,236000
2025-08-14,24607.25,24673.6504,24596.9004,24631.3008,270200
2025-08-18,24938.1992,25022.0,24852.8496,24876.9492,363100
2025-08-19,24891.3496,25012.6504,24873.9492,24980.6504,252300
2025-08-20,24965.8008,25088.6992,24929.6992,25050.5508,287100
2025-08-21,25142.0,25153.6504,25054.9004,25083.75,226500
2025-08-22,25064.1504,25084.8496,24859.1504,24870.0996,210200
2025-08-25,24949.1504,25021.5508,24894.3496,24967.75,213000
2025-08-26,24899.5,24919.6504,24689.5996,24712.0508,750500
2025-08-28,24695.8008,24702.6504,24481.5996,24500.9004,326600
2025-08-29,24466.6992,24572.4492,24404.6992,24426.8496,325500
2025-09-01,24432.6992,24635.5996,24432.6992,24625.0508,229300
2025-09-02,24653.0,24756.0996,24522.3496,24579.5996,271600
2025-09-03,24616.5,24737.0508,24533.1992,24715.0508,340300
2025-09-04,24980.75,24980.75,24708.1992,24734.3008,314100
2025-09-05,24818.8496,24832.3496,24621.5996,24741.0,210100
2025-09-08,24802.5996,24885.5,24751.5508,24773.1504,213200
2025-09-09,24864.0996,24891.8008,24814.0,24868.5996,226900
2025-09-10,24991.0,25035.6992,24915.0508,24973.0996,244100
2025-09-11,24945.5,25037.3008,24940.1504,25005.5,224600
2025-09-12,25074.4492,25139.4492,25038.0508,25114.0,225700
2025-09-15,25118.9004,25138.4492,25048.75,25069.1992,185400
2025-09-16,25073.5996,25261.4004,25070.4492,25239.0996,240100
2025-09-17,25276.5996,25346.5,25275.3496,25330.25,268900
2025-09-18,25441.0508,25448.9492,25329.75,25423.5996,272200
2025-09-19,25410.1992,25428.75,25286.3008,25327.0508,380400
2025-09-22,25238.0996,25331.6992,25151.0508,25202.3496,254500
2025-09-23,25209.0,25261.9004,25084.6504,25169.5,299200
2025-09-24,25108.75,25149.8496,25027.4492,25056.9004,244400
2025-09-25,25034.5,25092.6992,24878.3008,24890.8496,342500
2025-09-26,24818.5508,24868.5996,24629.4492,24654.6992,291500
2025-09-29,24728.5508,24791.3008,24606.1992,24634.9004,394400
2025-09-30,24691.9492,24731.8008,24587.6992,24611.0996,303000
2025-10-01,24620.5508,24867.9492,24605.9492,24836.3008,308900
2025-10-03,24759.5508,24904.8008,24747.5508,24894.25,365900
2025-10-06,24916.5508,25095.9492,24881.6504,25077.6504,268800
2025-10-07,25085.3008,25220.9004,25076.3008,25108.3008,288000
2025-10-08,25079.75,25192.5,25008.5,25046.1504,227400
2025-10-09,25074.3008,25199.25,25024.3008,25181.8008,286300
2025-10-10,25167.6504,25330.75,25156.8496,25285.3496,232900
2025-10-13,25177.3008,25267.3008,25152.3008,25227.3496,234300
2025-10-14,25277.5508,25310.3496,25060.5508,25145.5,292100
2025-10-15,25181.9492,25365.1504,25159.3496,25323.5508,289900
2025-10-16,25394.9004,25625.4004,25376.8496,25585.3008,372800
2025-10-17,25546.8496,25781.5,25508.5996,25709.8496,422100
2025-10-20,25824.5996,25926.1992,25788.5,25843.1504,301100
2025-10-21,25901.1992,25934.3496,25825.8008,25868.5996,42500
2025-10-23,26057.1992,26104.1992,25862.4492,25891.4004,448400
2025-10-24,25935.0996,25944.1504,25718.1992,25795.1504,284900
2025-10-27,25843.1992,26005.9492,25827.0,25966.0508,266300
2025-10-28,25939.9492,26041.6992,25810.0508,25936.1992,395200
2025-10-29,25982.0,26097.8496,25960.3008,26053.9004,321900
2025-10-30,25984.4004,26032.0508,25845.25,25877.8496,257400
2025-10-31,25863.8008,25953.75,25711.1992,25722.0996,334400
2025-11-03,25696.8496,25803.0996,25645.5,25763.3496,23300
2025-11-04,25744.75,25787.4004,25578.4004,25597.6504,305100
2025-11-06,25593.3496,25679.1504,25491.5508,25509.6992,371900
2025-11-07,25433.8008,25551.25,25318.4492,25492.3008,305600
2025-11-10,25503.5,25653.4492,25503.5,25574.3496,243600
2025-11-11,25617.0,25715.8008,25449.25,25694.9492,297700
2025-11-12,25834.3008,25934.5508,25781.1504,25875.8008,312600
2025-11-13,25906.0996,26010.6992,25808.4004,25879.1504,385200
2025-11-14,25767.9004,25940.1992,25740.8008,25910.0508,518900
2025-11-17,25948.1992,26024.1992,25906.3496,26013.4492,281800
2025-11-18,26021.8008,26029.8496,25876.5,25910.0508,280000
2025-11-19,25918.0996,26074.6504,25856.1992,26052.6504,250100
2025-11-20,26132.0996,26246.6504,26063.1992,26192.1504,240400
2025-11-21,26109.5508,26179.1992,26052.1992,26068.1504,235600
2025-11-24,26122.8008,26142.8008,25912.1504,25959.5,464700
2025-11-25,25998.5,26032.5996,25857.5,25884.8008,260500
2025-11-26,25842.9492,26215.1504,25842.9492,26205.3008,275300
2025-11-27,26261.25,26310.4492,26141.9004,26215.5508,240300
2025-11-28,26237.4492,26280.75,26172.4004,26202.9492,202500
2025-12-01,26325.8008,26325.8008,26124.1992,26175.75,213800
2025-12-02,26087.9492,26154.5996,25997.8496,26032.1992,254800
2025-12-03,26004.9004,26066.4492,25891.0,25986.0,265700
2025-12-04,25981.8496,26098.25,25938.9492,26033.75,248100
2025-12-05,25999.8008,26202.5996,25985.3496,26186.4492,249300
2025-12-08,26159.8008,26178.6992,25892.25,25960.5508,320700
2025-12-09,25867.0996,25923.6504,25728.0,25839.6504,276000
2025-12-10,25864.0508,25947.6504,25734.5508,25758.0,207900
2025-12-11,25771.4004,25922.8008,25693.25,25898.5508,206100
2025-12-12,25971.1992,26057.5996,25938.4492,26046.9492,216300
2025-12-15,25930.0508,26047.1504,25904.75,26027.3008,181600
2025-12-16,25951.5,25980.75,25834.3496,25860.0996,264400
2025-12-17,25902.4004,25929.1504,25770.3496,25818.5508,206500
2025-12-18,25764.6992,25902.3496,25726.3008,25815.5508,197600
2025-12-19,25911.5,25993.3496,25880.4492,25966.4004,382900
2025-12-22,26055.8496,26180.6992,26047.8008,26172.4004,253000
2025-12-23,26205.1992,26233.5508,26119.0508,26177.1504,216600
2025-12-24,26170.6504,26236.4004,26123.0,26142.0996,188800
2025-12-26,26121.25,26144.1992,26008.5996,26042.3008,142200
2025-12-29,26063.3496,26106.8008,25920.3008,25942.0996,234300
2025-12-30,25940.9004,25976.75,25878.0,25938.8496,396900
2025-12-31,25971.0508,26187.9492,25969.0,26129.5996,246300
2026-01-01,26173.3008,26197.5508,26113.4004,26146.5508,425600
2026-01-02,26155.0996,26340.0,26118.4004,26328.5508,357500
2026-01-05,26333.6992,26373.1992,26210.0508,26250.3008,338800
2026-01-06,26189.6992,26273.9492,26124.75,26178.6992,383000
2026-01-07,26143.0996,26187.1504,26067.9004,26140.75,338200
2026-01-08,26106.5,26133.1992,25858.4492,25876.8496,328500
2026-01-09,25840.4004,25940.5996,25623.0,25683.3008,348800
2026-01-12,25669.0508,25813.1504,25473.4004,25790.25,275800
2026-01-13,25897.3496,25899.8008,25603.3008,25732.3008,339500
2026-01-14,25648.5508,25791.75,25603.9492,25665.5996,393100
2026-01-16,25696.0508,25873.5,25662.4004,25694.3496,434000
2026-01-19,25653.0996,25653.3008,25494.3496,25585.5,443100
2026-01-20,25580.3008,25585.0,25171.3496,25232.5,409800
2026-01-21,25141.0,25300.9492,24919.8008,25157.5,395600
2026-01-22,25344.1504,25435.75,25168.5,25289.9004,486400
2026-01-23,25344.5996,25347.9492,25025.3008,25048.6504,393900
2026-01-27,25063.3496,25246.6504,24932.5508,25175.4004,618700
2026-01-28,25258.8496,25372.0996,25187.6504,25342.75,574900
2026-01-29,25345.0,25458.1504,25159.8008,25418.9004,582400
2026-01-30,25247.5508,25370.6992,25213.6504,25320.6504,508400
2026-02-02,24796.5,25108.0996,24679.4004,25088.4004,449200
2026-02-03,26308.0508,26341.1992,25641.3008,25727.5508,637300
2026-02-04,25675.0508,25818.5508,25563.9492,25776.0,429800
2026-02-05,25755.9004,25757.6504,25579.5,25642.8008,343800
2026-02-06,25605.8008,25703.9492,25491.9004,25693.6992,375500
2026-02-09,25888.6992,25922.25,25780.9004,25867.3008,359400
2026-02-10,25922.6504,25989.4492,25870.4492,25935.1504,460900
2026-02-11,25997.4492,26009.4004,25899.8008,25953.8496,331400
2026-02-12,25906.6992,25906.6992,25752.4004,25807.1992,419400
2026-02-13,25571.1504,25630.3496,25444.3008,25471.0996,453500
2026-02-16,25423.5996,25697.0,25372.6992,25682.75,275800
2026-02-17,25637.9492,25764.4004,25570.3008,25725.4004,344100
2026-02-18,25752.6504,25828.0508,25645.1504,25819.3496,310200
2026-02-19,25873.3496,25885.3008,25388.75,25454.3496,298200
2026-02-20,25406.5508,25663.5508,25379.75,25571.25,296600
2026-02-23,25678.4004,25771.4492,25609.3496,25713.0,313700
2026-02-24,25641.8008,25641.8008,25327.5996,25424.6504,439100
2026-02-25,25512.5996,25652.5996,25428.1992,25482.5,414200
2026-02-26,25556.3008,25572.9492,25400.9492,25496.5508,405200
2026-02-27,25459.8496,25476.4004,25141.3008,25178.6504,438900
2026-03-02,24659.25,24989.3496,24603.5,24865.6992,519200
2026-03-04,24388.8008,24602.4492,24305.4004,24480.5,599000
2026-03-05,24615.9492,24854.1992,24529.4004,24765.9004,504300
2026-03-06,24656.4004,24700.9004,24415.75,24450.4492,433400
2026-03-09,23868.0508,24078.1504,23697.8008,24028.0508,526900
2026-03-10,24280.8008,24303.8008,24079.9492,24261.5996,444300
2026-03-11,24231.8496,24299.0,23834.3008,23866.8496,407400
2026-03-12,23674.8496,23833.1504,23556.3008,23639.1504,501000
2026-03-13,23462.5,23492.4004,23112.0,23151.0996,519800
2026-03-16,23116.0996,23502.0,22955.25,23408.8008,540300
2026-03-17,23493.1992,23656.8008,23346.5996,23581.1504,458800
2026-03-18,23632.9004,23862.25,23618.4492,23777.8008,382900
2026-03-19,23197.75,23378.6992,22930.3496,23002.1504,550100
2026-03-20,23110.1504,23345.1504,23067.5996,23114.5,663300
2026-03-23,22824.3496,22851.6992,22471.25,22512.6504,550300
2026-03-24,22878.4492,23057.3008,22624.1992,22912.4004,538100
2026-03-25,23064.4004,23465.3496,23063.1992,23306.4492,505400
2026-03-27,23173.5508,23186.0996,22804.5508,22819.5996,612600
2026-03-30,22549.6504,22714.0996,22283.8496,22331.4004,698600
2026-04-01,22899.0,22941.3008,22618.5996,22679.4004,518000
2026-04-02,22383.4004,22782.3008,22182.5508,22713.0996,495100
2026-04-06,22780.3008,22998.3496,22542.9492,22968.25,426400
2026-04-07,22838.6992,23153.8496,22719.3008,23123.6504,477000
2026-04-08,23855.1504,24025.1504,23828.5,23997.3496,639300
2026-04-09,23909.0508,23990.75,23682.8008,23775.0996,466600
2026-04-10,23880.5508,24074.0508,23856.3496,24050.5996,481300
2026-04-13,23589.5996,23907.4004,23555.5996,23842.6504,488800
2026-04-15,24163.8008,24280.9004,24145.8008,24231.3008,460300
2026-04-16,24385.1992,24400.9492,24102.8008,24196.75,508000
2026-04-17,24165.9004,24371.9004,24096.0508,24353.5508,498600
2026-04-20,24391.5,24480.6504,24241.25,24364.8496,415900
2026-04-21,24374.5508,24601.6992,24354.9004,24576.5996,425800
2026-04-22,24470.8496,24515.9492,24352.9004,24378.0996,440500
2026-04-23,24202.3496,24310.1992,24134.8008,24173.0508,467500
2026-04-24,24100.5508,24206.0,23813.6504,23897.9492,438400
2026-04-27,23945.4492,24130.6992,23936.1992,24092.6992,430300
2026-04-28,24049.9004,24181.8008,23957.0508,23995.6992,554100
2026-04-29,24096.9004,24334.6992,24059.9492,24177.6504,531100
2026-04-30,23996.9492,24087.4492,23796.8496,23997.5508,505500
